year,metric,category,value,units,source,yoy_change_pct,moving_avg_3yr
2008,Electricity Installed Capacity (MW),Solid biofuels,253.6,MW,IRENA,,246.1
2008,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,253.6
2009,Electricity Installed Capacity (MW),Solid biofuels,253.6,MW,IRENA,,253.6
2009,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,253.6
2010,Electricity Installed Capacity (MW),Solid biofuels,253.6,MW,IRENA,,253.6
2010,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,253.6
2011,Electricity Installed Capacity (MW),Solid biofuels,253.6,MW,IRENA,,253.6
2011,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,253.6
2012,Electricity Installed Capacity (MW),Solid biofuels,253.6,MW,IRENA,,253.6
2012,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,253.6
2013,Electricity Installed Capacity (MW),Solid biofuels,253.6,MW,IRENA,,253.6
2013,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,253.6
2013,Electricity Installed Capacity (MW),Solid biofuels,6.0,MW,IRENA,,129.8
2014,Electricity Installed Capacity (MW),Solid biofuels,305.6,MW,IRENA,4993.333333333334,155.8
2014,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,155.8
2014,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,,157.8
2015,Electricity Installed Capacity (MW),Solid biofuels,314.0,MW,IRENA,3040.0,162.0
2015,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,162.0
2015,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,,162.0
2016,Electricity Installed Capacity (MW),Solid biofuels,314.0,MW,IRENA,3040.0,162.0
2016,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,162.0
2016,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,177.5
2016,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2017,Electricity Installed Capacity (MW),Solid biofuels,314.0,MW,IRENA,3040.0,121.66666666666667
2017,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,162.0
2017,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,177.5
2017,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2018,Electricity Installed Capacity (MW),Solid biofuels,372.0,MW,IRENA,3620.0000000000005,141.0
2018,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,191.0
2018,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,206.5
2018,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2019,Electricity Installed Capacity (MW),Solid biofuels,372.0,MW,IRENA,3620.0000000000005,141.0
2019,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,191.0
2019,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,206.5
2019,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2020,Electricity Installed Capacity (MW),Solid biofuels,372.0,MW,IRENA,3620.0000000000005,141.0
2020,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,191.0
2020,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,206.5
2020,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2021,Electricity Installed Capacity (MW),Solid biofuels,372.0,MW,IRENA,3620.0000000000005,141.0
2021,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,191.0
2021,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,206.5
2021,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2022,Electricity Installed Capacity (MW),Solid biofuels,372.0,MW,IRENA,3620.0000000000005,141.0
2022,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,191.0
2022,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,,206.5
2022,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,25.5
2023,Electricity Installed Capacity (MW),Solid biofuels,372.0,MW,IRENA,3620.0000000000005,141.0
2023,Electricity Installed Capacity (MW),Solid biofuels,41.0,MW,IRENA,-88.97849462365592,141.0
2023,Electricity Installed Capacity (MW),Solid biofuels,10.0,MW,IRENA,-75.60975609756098,141.0
2000,Total Domestic Energy Supply,Biofuels and waste,1013239.0, TJ,IEA,,1013239.0
2001,Total Domestic Energy Supply,Biofuels and waste,1045292.0, TJ,IEA,3.1634194893800966,1029265.5
2002,Total Domestic Energy Supply,Biofuels and waste,1071832.0, TJ,IEA,2.5390034554937757,1043454.3333333334
2003,Total Domestic Energy Supply,Biofuels and waste,1095565.0, TJ,IEA,2.21424626247397,1070896.3333333333
2004,Total Domestic Energy Supply,Biofuels and waste,1120279.0, TJ,IEA,2.255822338245563,1095892.0
2005,Total Domestic Energy Supply,Biofuels and waste,1144751.0, TJ,IEA,2.184455836447885,1120198.3333333333
2006,Total Domestic Energy Supply,Biofuels and waste,1169013.0, TJ,IEA,2.1194128679511963,1144681.0
2007,Total Domestic Energy Supply,Biofuels and waste,1194328.0, TJ,IEA,2.1655020089596952,1169364.0
2008,Total Domestic Energy Supply,Biofuels and waste,1220662.0, TJ,IEA,2.204921930993831,1194667.6666666667
2009,Total Domestic Energy Supply,Biofuels and waste,1248158.0, TJ,IEA,2.25254820744809,1221049.3333333333
2010,Total Domestic Energy Supply,Biofuels and waste,1276574.0, TJ,IEA,2.276634849113654,1248464.6666666667
2011,Total Domestic Energy Supply,Biofuels and waste,1303796.0, TJ,IEA,2.1324263223283566,1276176.0
2012,Total Domestic Energy Supply,Biofuels and waste,1327436.0, TJ,IEA,1.8131670905571118,1302602.0
2013,Total Domestic Energy Supply,Biofuels and waste,1347985.0, TJ,IEA,1.548021900867537,1326405.6666666667
2014,Total Domestic Energy Supply,Biofuels and waste,1367104.0, TJ,IEA,1.4183392248430065,1347508.3333333333
2015,Total Domestic Energy Supply,Biofuels and waste,1382831.0, TJ,IEA,1.1503879734094846,1365973.3333333333
2016,Total Domestic Energy Supply,Biofuels and waste,1357570.0, TJ,IEA,-1.826759741428996,1369168.3333333333
2017,Total Domestic Energy Supply,Biofuels and waste,1336478.0, TJ,IEA,-1.5536583748904294,1358959.6666666667
2018,Total Domestic Energy Supply,Biofuels and waste,1316321.0, TJ,IEA,-1.5082178681579494,1336789.6666666667
2019,Total Domestic Energy Supply,Biofuels and waste,1281587.0, TJ,IEA,-2.6387180634510883,1311462.0
2020,Total Domestic Energy Supply,Biofuels and waste,1270529.0, TJ,IEA,-0.8628364675983762,1289479.0
2021,Total Domestic Energy Supply,Biofuels and waste,1262148.0, TJ,IEA,-0.6596464937045907,1271421.3333333333
2022,Total Domestic Energy Supply,Biofuels and waste,1286316.0, TJ,IEA,1.9148309073103946,1272997.6666666667
2023,Total Domestic Energy Supply,Biofuels and waste,1311392.0, TJ,IEA,1.9494432161304067,1286618.6666666667
2000,Total Domestic Energy Supply,Coal and coal products,51785.0, TJ,IEA,,51785.0
2001,Total Domestic Energy Supply,Coal and coal products,55703.0, TJ,IEA,7.5658974606546305,53744.0
2002,Total Domestic Energy Supply,Coal and coal products,55063.0, TJ,IEA,-1.1489506848823223,54183.666666666664
2003,Total Domestic Energy Supply,Coal and coal products,55307.0, TJ,IEA,0.4431287797613643,55357.666666666664
2004,Total Domestic Energy Supply,Coal and coal products,72461.0, TJ,IEA,31.015965429330826,60943.666666666664
2005,Total Domestic Energy Supply,Coal and coal products,77734.0, TJ,IEA,7.277017982086916,68500.66666666667
2006,Total Domestic Energy Supply,Coal and coal products,61614.0, TJ,IEA,-20.737386471814133,70603.0
2007,Total Domestic Energy Supply,Coal and coal products,70254.0, TJ,IEA,14.022787028921998,69867.33333333333
2008,Total Domestic Energy Supply,Coal and coal products,64519.0, TJ,IEA,-8.163236257010277,65462.333333333336
2009,Total Domestic Energy Supply,Coal and coal products,57185.0, TJ,IEA,-11.367194159859887,63986.0
2010,Total Domestic Energy Supply,Coal and coal products,57305.0, TJ,IEA,0.20984523913613712,59669.666666666664
2011,Total Domestic Energy Supply,Coal and coal products,57292.0, TJ,IEA,-0.02268562952621935,57260.666666666664
2012,Total Domestic Energy Supply,Coal and coal products,51795.0, TJ,IEA,-9.59470781260909,55464.0
2013,Total Domestic Energy Supply,Coal and coal products,56632.0, TJ,IEA,9.338739260546385,55239.666666666664
2014,Total Domestic Energy Supply,Coal and coal products,62050.0, TJ,IEA,9.567029241418279,56825.666666666664
2015,Total Domestic Energy Supply,Coal and coal products,72695.0, TJ,IEA,17.155519742143433,63792.333333333336
2016,Total Domestic Energy Supply,Coal and coal products,70956.0, TJ,IEA,-2.3921865327739185,68567.0
2017,Total Domestic Energy Supply,Coal and coal products,71773.0, TJ,IEA,1.1514177800326963,71808.0
2018,Total Domestic Energy Supply,Coal and coal products,99568.0, TJ,IEA,38.72626196480571,80765.66666666667
2019,Total Domestic Energy Supply,Coal and coal products,133637.0, TJ,IEA,34.21681664791901,101659.33333333333
2020,Total Domestic Energy Supply,Coal and coal products,139382.0, TJ,IEA,4.298959120602827,124195.66666666667
2021,Total Domestic Energy Supply,Coal and coal products,146105.0, TJ,IEA,4.823434876813361,139708.0
2022,Total Domestic Energy Supply,Coal and coal products,207122.0, TJ,IEA,41.76243112829815,164203.0
2023,Total Domestic Energy Supply,Coal and coal products,233101.0, TJ,IEA,12.542849142051546,195442.66666666666
2000,Total Domestic Energy Supply,Hydropower,61898.0, TJ,IEA,,61898.0
2001,Total Domestic Energy Supply,Hydropower,68187.0, TJ,IEA,10.160263659568969,65042.5
2002,Total Domestic Energy Supply,Hydropower,80463.0, TJ,IEA,18.00343173918782,70182.66666666667
2003,Total Domestic Energy Supply,Hydropower,96998.0, TJ,IEA,20.549817928737433,81882.66666666667
2004,Total Domestic Energy Supply,Hydropower,92415.0, TJ,IEA,-4.724839687416235,89958.66666666667
2005,Total Domestic Energy Supply,Hydropower,111103.0, TJ,IEA,20.221825461234648,100172.0
2006,Total Domestic Energy Supply,Hydropower,115030.0, TJ,IEA,3.53455802273566,106182.66666666667
2007,Total Domestic Energy Supply,Hydropower,103345.0, TJ,IEA,-10.15821959488829,109826.0
2008,Total Domestic Energy Supply,Hydropower,100022.0, TJ,IEA,-3.215443417678649,106132.33333333333
2009,Total Domestic Energy Supply,Hydropower,101134.0, TJ,IEA,1.111755413808962,101500.33333333333
2010,Total Domestic Energy Supply,Hydropower,114519.0, TJ,IEA,13.234916051970652,105225.0
2011,Total Domestic Energy Supply,Hydropower,102661.0, TJ,IEA,-10.354613644897354,106104.66666666667
2012,Total Domestic Energy Supply,Hydropower,107485.0, TJ,IEA,4.698960656919375,108221.66666666667
2013,Total Domestic Energy Supply,Hydropower,114742.0, TJ,IEA,6.751639763687957,108296.0
2014,Total Domestic Energy Supply,Hydropower,116906.0, TJ,IEA,1.8859702637220896,113044.33333333333
2015,Total Domestic Energy Supply,Hydropower,124678.0, TJ,IEA,6.648076232186543,118775.33333333333
2016,Total Domestic Energy Supply,Hydropower,115858.0, TJ,IEA,-7.074223198960522,119147.33333333333
2017,Total Domestic Energy Supply,Hydropower,100530.0, TJ,IEA,-13.229988434117626,113688.66666666667
2018,Total Domestic Energy Supply,Hydropower,98420.0, TJ,IEA,-2.098875957425644,104936.0
2019,Total Domestic Energy Supply,Hydropower,120906.0, TJ,IEA,22.84698232066653,106618.66666666667
2020,Total Domestic Energy Supply,Hydropower,120772.0, TJ,IEA,-0.11082990091476022,113366.0
2021,Total Domestic Energy Supply,Hydropower,117741.0, TJ,IEA,-2.5096876759513798,119806.33333333333
2022,Total Domestic Energy Supply,Hydropower,131914.0, TJ,IEA,12.03743810567262,123475.66666666667
2023,Total Domestic Energy Supply,Hydropower,145633.0, TJ,IEA,10.39995754809952,131762.66666666666
2000,Total Domestic Energy Supply,Natural gas,697910.0, TJ,IEA,,697910.0
2001,Total Domestic Energy Supply,Natural gas,729363.0, TJ,IEA,4.5067415569342755,713636.5
2002,Total Domestic Energy Supply,Natural gas,747136.0, TJ,IEA,2.4367838785351053,724803.0
2003,Total Domestic Energy Supply,Natural gas,927489.0, TJ,IEA,24.139246402261435,801329.3333333334
2004,Total Domestic Energy Supply,Natural gas,1015874.0, TJ,IEA,9.529493072155033,896833.0
2005,Total Domestic Energy Supply,Natural gas,1073682.0, TJ,IEA,5.690469487357684,1005681.6666666666
2006,Total Domestic Energy Supply,Natural gas,1076441.0, TJ,IEA,0.25696621532260017,1055332.3333333333
2007,Total Domestic Energy Supply,Natural gas,1137024.0, TJ,IEA,5.628083657162817,1095715.6666666667
2008,Total Domestic Energy Supply,Natural gas,1107764.0, TJ,IEA,-2.5733845547675336,1107076.3333333333
2009,Total Domestic Energy Supply,Natural gas,1143048.0, TJ,IEA,3.1851549608039256,1129278.6666666667
2010,Total Domestic Energy Supply,Natural gas,1129839.0, TJ,IEA,-1.1555945157158753,1126883.6666666667
2011,Total Domestic Energy Supply,Natural gas,1128159.0, TJ,IEA,-0.14869375194164833,1133682.0
2012,Total Domestic Energy Supply,Natural gas,1136115.0, TJ,IEA,0.7052197429617634,1131371.0
2013,Total Domestic Energy Supply,Natural gas,1110628.0, TJ,IEA,-2.2433468442895306,1124967.3333333333
2014,Total Domestic Energy Supply,Natural gas,1101326.0, TJ,IEA,-0.8375441642025953,1116023.0
2015,Total Domestic Energy Supply,Natural gas,1015632.0, TJ,IEA,-7.780984013816072,1075862.0
2016,Total Domestic Energy Supply,Natural gas,941509.0, TJ,IEA,-7.2982143138459605,1019489.0
2017,Total Domestic Energy Supply,Natural gas,792918.0, TJ,IEA,-15.78221769521056,916686.3333333334
2018,Total Domestic Energy Supply,Natural gas,1021347.0, TJ,IEA,28.808653606047535,918591.3333333334
2019,Total Domestic Energy Supply,Natural gas,936456.0, TJ,IEA,-8.311670764196693,916907.0
2020,Total Domestic Energy Supply,Natural gas,994313.0, TJ,IEA,6.178293480953723,984038.6666666666
2021,Total Domestic Energy Supply,Natural gas,866179.0, TJ,IEA,-12.886686586618096,932316.0
2022,Total Domestic Energy Supply,Natural gas,836540.0, TJ,IEA,-3.421810041573393,899010.6666666666
2023,Total Domestic Energy Supply,Natural gas,817900.0, TJ,IEA,-2.2282257871709663,840206.3333333334
2000,Total Domestic Energy Supply,Nuclear,21785.0, TJ,IEA,,21785.0
2001,Total Domestic Energy Supply,Nuclear,24992.0, TJ,IEA,14.721138397980264,23388.5
2002,Total Domestic Energy Supply,Nuclear,18981.0, TJ,IEA,-24.051696542893726,21919.333333333332
2003,Total Domestic Energy Supply,Nuclear,19199.0, TJ,IEA,1.1485169379906224,21057.333333333332
2004,Total Domestic Energy Supply,Nuclear,30490.0, TJ,IEA,58.81035470597426,22890.0
2005,Total Domestic Energy Supply,Nuclear,27098.0, TJ,IEA,-11.124959002951787,25595.666666666668
2006,Total Domestic Energy Supply,Nuclear,24960.0, TJ,IEA,-7.889881172042217,27516.0
2007,Total Domestic Energy Supply,Nuclear,33567.0, TJ,IEA,34.48317307692308,28541.666666666668
2008,Total Domestic Energy Supply,Nuclear,17650.0, TJ,IEA,-47.41859564453183,25392.333333333332
2009,Total Domestic Energy Supply,Nuclear,31570.0, TJ,IEA,78.86685552407931,27595.666666666668
2010,Total Domestic Energy Supply,Nuclear,37309.0, TJ,IEA,18.178650617675007,28843.0
2011,Total Domestic Energy Supply,Nuclear,57436.0, TJ,IEA,53.94676887614248,42105.0
2012,Total Domestic Energy Supply,Nuclear,49669.0, TJ,IEA,-13.522877637718503,48138.0
2013,Total Domestic Energy Supply,Nuclear,55527.0, TJ,IEA,11.794076788338803,54210.666666666664
2014,Total Domestic Energy Supply,Nuclear,63316.0, TJ,IEA,14.027410088785636,56170.666666666664
2015,Total Domestic Energy Supply,Nuclear,50236.0, TJ,IEA,-20.65828542548487,56359.666666666664
2016,Total Domestic Energy Supply,Nuclear,76352.0, TJ,IEA,51.986623138784935,63301.333333333336
2017,Total Domestic Energy Supply,Nuclear,107781.0, TJ,IEA,41.16329631181894,78123.0
2018,Total Domestic Energy Supply,Nuclear,108098.0, TJ,IEA,0.2941149182137853,97410.33333333333
2019,Total Domestic Energy Supply,Nuclear,117981.0, TJ,IEA,9.142629835889656,111286.66666666667
2020,Total Domestic Energy Supply,Nuclear,101956.0, TJ,IEA,-13.582695518769972,109345.0
2021,Total Domestic Energy Supply,Nuclear,209170.0, TJ,IEA,105.15712660363295,143035.66666666666
2022,Total Domestic Energy Supply,Nuclear,283189.0, TJ,IEA,35.38700578476837,198105.0
2023,Total Domestic Energy Supply,Nuclear,285483.0, TJ,IEA,0.8100597127713294,259280.66666666666
2000,Total Domestic Energy Supply,Primary oil,125214.0, TJ,IEA,,125214.0
2001,Total Domestic Energy Supply,Primary oil,141917.0, TJ,IEA,13.339562668711165,133565.5
2002,Total Domestic Energy Supply,Primary oil,138706.0, TJ,IEA,-2.2625901054841915,135279.0
2003,Total Domestic Energy Supply,Primary oil,134235.0, TJ,IEA,-3.223364526408375,138286.0
2004,Total Domestic Energy Supply,Primary oil,144237.0, TJ,IEA,7.451111856073305,139059.33333333334
2005,Total Domestic Energy Supply,Primary oil,149679.0, TJ,IEA,3.7729570082572432,142717.0
2006,Total Domestic Energy Supply,Primary oil,154640.0, TJ,IEA,3.3144262054129165,149518.66666666666
2007,Total Domestic Energy Supply,Primary oil,159881.0, TJ,IEA,3.3891619244697364,154733.33333333334
2008,Total Domestic Energy Supply,Primary oil,148792.0, TJ,IEA,-6.935783488969921,154437.66666666666
2009,Total Domestic Energy Supply,Primary oil,146479.0, TJ,IEA,-1.554519060164525,151717.33333333334
2010,Total Domestic Energy Supply,Primary oil,146440.0, TJ,IEA,-0.026624976959154553,147237.0
2011,Total Domestic Energy Supply,Primary oil,147928.0, TJ,IEA,1.016115815350997,146949.0
2012,Total Domestic Energy Supply,Primary oil,166312.0, TJ,IEA,12.427667513925694,153560.0
2013,Total Domestic Energy Supply,Primary oil,189414.0, TJ,IEA,13.890759536293231,167884.66666666666
2014,Total Domestic Energy Supply,Primary oil,206556.0, TJ,IEA,9.050017422154646,187427.33333333334
2015,Total Domestic Energy Supply,Primary oil,199131.0, TJ,IEA,-3.594666821588335,198367.0
2016,Total Domestic Energy Supply,Primary oil,202906.0, TJ,IEA,1.8957369771657855,202864.33333333334
2017,Total Domestic Energy Supply,Primary oil,207675.0, TJ,IEA,2.350349422885474,203237.33333333334
2018,Total Domestic Energy Supply,Primary oil,209082.0, TJ,IEA,0.6775009028530155,206554.33333333334
2019,Total Domestic Energy Supply,Primary oil,183924.0, TJ,IEA,-12.032599649898126,200227.0
2020,Total Domestic Energy Supply,Primary oil,179202.0, TJ,IEA,-2.567364781105239,190736.0
2021,Total Domestic Energy Supply,Primary oil,175656.0, TJ,IEA,-1.9787725583419828,179594.0
2022,Total Domestic Energy Supply,Primary oil,167143.0, TJ,IEA,-4.846404335747142,174000.33333333334
2023,Total Domestic Energy Supply,Primary oil,162199.0, TJ,IEA,-2.9579461897895816,168332.66666666666
2000,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2001,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2002,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2003,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2004,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2005,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2006,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2007,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2008,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2009,Total Domestic Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2010,Total Domestic Energy Supply,"Solar, wind and other renewables",0.0, TJ,IEA,,0.0
2011,Total Domestic Energy Supply,"Solar, wind and other renewables",0.0, TJ,IEA,,0.0
2012,Total Domestic Energy Supply,"Solar, wind and other renewables",0.0, TJ,IEA,,0.0
2013,Total Domestic Energy Supply,"Solar, wind and other renewables",1430.0, TJ,IEA,,476.6666666666667
2014,Total Domestic Energy Supply,"Solar, wind and other renewables",2888.0, TJ,IEA,101.95804195804197,1439.3333333333333
2015,Total Domestic Energy Supply,"Solar, wind and other renewables",3577.0, TJ,IEA,23.857340720221607,2631.6666666666665
2016,Total Domestic Energy Supply,"Solar, wind and other renewables",7044.0, TJ,IEA,96.92479731618675,4503.0
2017,Total Domestic Energy Supply,"Solar, wind and other renewables",10399.0, TJ,IEA,47.629187961385576,7006.666666666667
2018,Total Domestic Energy Supply,"Solar, wind and other renewables",13721.0, TJ,IEA,31.945379363400328,10388.0
2019,Total Domestic Energy Supply,"Solar, wind and other renewables",13002.0, TJ,IEA,-5.240142846731287,12374.0
2020,Total Domestic Energy Supply,"Solar, wind and other renewables",13100.0, TJ,IEA,0.7537301953545609,13274.333333333334
2021,Total Domestic Energy Supply,"Solar, wind and other renewables",19424.0, TJ,IEA,48.274809160305345,15175.333333333334
2022,Total Domestic Energy Supply,"Solar, wind and other renewables",18077.0, TJ,IEA,-6.934719934102142,16867.0
2023,Total Domestic Energy Supply,"Solar, wind and other renewables",18589.0, TJ,IEA,2.832328373070753,18696.666666666668
2000,Total Energy Consumption,Agriculture and forestry,28966.0, TJ,IEA,,28966.0
2001,Total Energy Consumption,Agriculture and forestry,30146.0, TJ,IEA,4.073741628115722,29556.0
2002,Total Energy Consumption,Agriculture and forestry,30253.0, TJ,IEA,0.3549392954289126,29788.333333333332
2003,Total Energy Consumption,Agriculture and forestry,32032.0, TJ,IEA,5.880408554523518,30810.333333333332
2004,Total Energy Consumption,Agriculture and forestry,31373.0, TJ,IEA,-2.057317682317682,31219.333333333332
2005,Total Energy Consumption,Agriculture and forestry,32924.0, TJ,IEA,4.94374143371689,32109.666666666668
2006,Total Energy Consumption,Agriculture and forestry,33710.0, TJ,IEA,2.3873162434698094,32669.0
2007,Total Energy Consumption,Agriculture and forestry,35304.0, TJ,IEA,4.728567190744586,33979.333333333336
2008,Total Energy Consumption,Agriculture and forestry,34748.0, TJ,IEA,-1.574892363471561,34587.333333333336
2009,Total Energy Consumption,Agriculture and forestry,37437.0, TJ,IEA,7.738574882007597,35829.666666666664
2010,Total Energy Consumption,Agriculture and forestry,34103.0, TJ,IEA,-8.905628121911478,35429.333333333336
2011,Total Energy Consumption,Agriculture and forestry,31786.0, TJ,IEA,-6.7941236841333605,34442.0
2012,Total Energy Consumption,Agriculture and forestry,29119.0, TJ,IEA,-8.390486377650538,31669.333333333332
2013,Total Energy Consumption,Agriculture and forestry,31916.0, TJ,IEA,9.605412273773139,30940.333333333332
2014,Total Energy Consumption,Agriculture and forestry,30550.0, TJ,IEA,-4.279984960521369,30528.333333333332
2015,Total Energy Consumption,Agriculture and forestry,31354.0, TJ,IEA,2.6317512274959083,31273.333333333332
2016,Total Energy Consumption,Agriculture and forestry,33768.0, TJ,IEA,7.699177138483128,31890.666666666668
2017,Total Energy Consumption,Agriculture and forestry,37101.0, TJ,IEA,9.870291400142147,34074.333333333336
2018,Total Energy Consumption,Agriculture and forestry,35974.0, TJ,IEA,-3.0376539715910624,35614.333333333336
2019,Total Energy Consumption,Agriculture and forestry,35653.0, TJ,IEA,-0.8923111135820314,36242.666666666664
2020,Total Energy Consumption,Agriculture and forestry,37391.0, TJ,IEA,4.874765096906291,36339.333333333336
2021,Total Energy Consumption,Agriculture and forestry,37410.0, TJ,IEA,0.05081436709368565,36818.0
2022,Total Energy Consumption,Agriculture and forestry,34760.0, TJ,IEA,-7.083667468591286,36520.333333333336
2023,Total Energy Consumption,Agriculture and forestry,35534.0, TJ,IEA,2.2266973532796315,35901.333333333336
2000,Total Energy Consumption,Commercial and Public Services,54144.0, TJ,IEA,,54144.0
2001,Total Energy Consumption,Commercial and Public Services,56574.0, TJ,IEA,4.488031914893617,55359.0
2002,Total Energy Consumption,Commercial and Public Services,52743.0, TJ,IEA,-6.771661894156327,54487.0
2003,Total Energy Consumption,Commercial and Public Services,57924.0, TJ,IEA,9.823104487799329,55747.0
2004,Total Energy Consumption,Commercial and Public Services,64219.0, TJ,IEA,10.867688695532078,58295.333333333336
2005,Total Energy Consumption,Commercial and Public Services,74837.0, TJ,IEA,16.534047556019246,65660.0
2006,Total Energy Consumption,Commercial and Public Services,79544.0, TJ,IEA,6.289669548485374,72866.66666666667
2007,Total Energy Consumption,Commercial and Public Services,84166.0, TJ,IEA,5.810620537061249,79515.66666666667
2008,Total Energy Consumption,Commercial and Public Services,85142.0, TJ,IEA,1.159613145450657,82950.66666666667
2009,Total Energy Consumption,Commercial and Public Services,87150.0, TJ,IEA,2.35841300415776,85486.0
2010,Total Energy Consumption,Commercial and Public Services,89496.0, TJ,IEA,2.6919104991394147,87262.66666666667
2011,Total Energy Consumption,Commercial and Public Services,89325.0, TJ,IEA,-0.1910699919549477,88657.0
2012,Total Energy Consumption,Commercial and Public Services,91422.0, TJ,IEA,2.347607052896725,90081.0
2013,Total Energy Consumption,Commercial and Public Services,94027.0, TJ,IEA,2.849423552317823,91591.33333333333
2014,Total Energy Consumption,Commercial and Public Services,95273.0, TJ,IEA,1.3251512863326491,93574.0
2015,Total Energy Consumption,Commercial and Public Services,104086.0, TJ,IEA,9.250259779790706,97795.33333333333
2016,Total Energy Consumption,Commercial and Public Services,107653.0, TJ,IEA,3.4269738485483163,102337.33333333333
2017,Total Energy Consumption,Commercial and Public Services,116858.0, TJ,IEA,8.55062097665648,109532.33333333333
2018,Total Energy Consumption,Commercial and Public Services,118151.0, TJ,IEA,1.1064711016789608,114220.66666666667
2019,Total Energy Consumption,Commercial and Public Services,115748.0, TJ,IEA,-2.0338380546927235,116919.0
2020,Total Energy Consumption,Commercial and Public Services,117840.0, TJ,IEA,1.8073746414624874,117246.33333333333
2021,Total Energy Consumption,Commercial and Public Services,103290.0, TJ,IEA,-12.34725050916497,112292.66666666667
2022,Total Energy Consumption,Commercial and Public Services,120763.0, TJ,IEA,16.916448833381743,113964.33333333333
2023,Total Energy Consumption,Commercial and Public Services,117765.0, TJ,IEA,-2.4825484626913874,113939.33333333333
2000,Total Energy Consumption,Industry,468001.0, TJ,IEA,,468001.0
2001,Total Energy Consumption,Industry,478500.0, TJ,IEA,2.243371274847703,473250.5
2002,Total Energy Consumption,Industry,516926.0, TJ,IEA,8.030512016718912,487809.0
2003,Total Energy Consumption,Industry,591680.0, TJ,IEA,14.46125751074622,529035.3333333334
2004,Total Energy Consumption,Industry,660045.0, TJ,IEA,11.55438750676041,589550.3333333334
2005,Total Energy Consumption,Industry,718618.0, TJ,IEA,8.874091917975289,656781.0
2006,Total Energy Consumption,Industry,772620.0, TJ,IEA,7.5147018304579065,717094.3333333334
2007,Total Energy Consumption,Industry,817947.0, TJ,IEA,5.866661489477363,769728.3333333334
2008,Total Energy Consumption,Industry,748129.0, TJ,IEA,-8.535760874482087,779565.3333333334
2009,Total Energy Consumption,Industry,771524.0, TJ,IEA,3.127134491511491,779200.0
2010,Total Energy Consumption,Industry,751109.0, TJ,IEA,-2.646061561273531,756920.6666666666
2011,Total Energy Consumption,Industry,753616.0, TJ,IEA,0.33377312746884935,758749.6666666666
2012,Total Energy Consumption,Industry,726009.0, TJ,IEA,-3.663271480435659,743578.0
2013,Total Energy Consumption,Industry,708849.0, TJ,IEA,-2.363607062722363,729491.3333333334
2014,Total Energy Consumption,Industry,756021.0, TJ,IEA,6.65473182581904,730293.0
